,0.0002,0.0004,0.0008,0.0012,0.0016,0.002,0.004,0.006,0.008,0.012,0.016,0.02
M1,0.1405409707533652,0.14581231532787234,0.1356657446553512,0.14211638068636284,0.13972403682929435,0.1402376533851103,0.14256461157745523,0.14181110377779227,0.1365092401365412,0.14734203445958713,0.14841522997221518,0.14359872770759227
M2,0.10950675205275165,0.11304317606596634,0.10695108609554169,0.09986037149691508,0.10255069190987119,0.10249380397765986,0.11037268653508515,0.10617643860852886,0.11620288131484106,0.07489065053983657,0.05678374145757008,0.11606184487235498
Mrem,0.1175559818565919,0.1234216685135753,0.1070067510256643,0.11996141337034838,0.1297572235677037,0.10346298207293357,0.09724529876333725,0.102312878434055,0.08993871080386216,0.10492883341628927,0.14553994478453894,0.09863613115059217
Mtot,0.04107739552296529,0.04283912319888811,0.04235517768933146,0.04041739749886471,0.04058975908534265,0.040951130028968205,0.06733013219666745,0.05533846402371825,0.058061322736850406,0.04972015514544445,0.05765066464429682,0.09278374810703788
S1,0.10550346754877872,0.10370423611104668,0.1055260546105533,0.10678242675775286,0.10682330682476153,0.10628612904517812,0.13966206378112148,0.14090859730597263,0.10443438949833163,0.11065664844345563,0.11201617656888029,0.11950008433747263
S2,0.013317782350878708,0.013877981072065736,0.01262915236843812,0.010701523702426297,0.010223011503767988,0.009288263594363737,0.016108134334713465,0.012700539385957192,0.010106380495833272,0.005602275032495406,0.004617543468701665,0.009081516613410688
Srem,0.007568682783714672,0.008690105203267302,0.010098587575753394,0.008614491140348112,0.008405682965891994,0.008334638360969428,0.008734408272389816,0.009457671904044503,0.009451625111069667,0.010078126195373653,0.012392708586317148,0.009740312975120015
Z-No correlation,0.0002,0.0004,0.0008,0.0012,0.0016,0.002,0.004,0.006,0.008,0.012,0.016,0.02
esca_v,0.1383396236159766,0.1385796368082107,0.13511035334283542,0.1363146592599606,0.13765750666960866,0.13744596698935577,0.13444837420327402,0.13449385399037925,0.1325127546211766,0.1322583019358557,0.13022202942714534,0.12510488314661625
t_elapsed,0.23516304730904689,0.21874195945602495,0.25217921014792694,0.24254586256222507,0.23241555078727255,0.25998909599287945,0.19290208107458495,0.2042708958309368,0.2512462013788004,0.27389057328274763,0.24277088746913345,0.2014573651423296
t_pair,0.09142629620593042,0.0912897982430826,0.09247788248860425,0.09268547352479604,0.09185322985648542,0.09151033655258152,0.09063220926137118,0.09252955673861528,0.09153649390269361,0.09063240154891451,0.08959107362120125,0.08403538594747355
